text,label,source,dialect,prediction,label_name,pred_name
اللهم سدد رايهم وصوب سهامهم وجمع كلمتهم واربط على قلوبهم وثبت اقدامهم وانصرهم على عدوك وعدوهم,0,Fraiwan,Unknown,1,Safe,Toxic
ايران تسمي الحوثيين شيعة الشوارع كيف باتوقع الفعلة لو رسلوا للسعودية شيعة المباني,0,ArabicOffensive_Taxonomy,Unknown,1,Safe,Toxic
تسلم يا اغلى اخ وانا اتشرف بردك على تغريدتي,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
نعم في اعلام الجزيرة الكاذب,0,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,1,Safe,Toxic
غير مقيم يعني بتمارس عملها من البيت,0,NUHA,Unknown,1,Safe,Toxic
لا يابغل يا حذاء الامارات وجزمتها ليسوا مرتزقة السعوديه السعوديه في صفكم يا ذنب واستشهد وليس نفق نفقك حمار,0,Arabic_Superset|arHateDataset,Multi-dialect,1,Safe,Toxic
الي بيسوانه الاخوان ببلاد الحرمين ولا بالاصح هذا الي صايرع هالسالفه وغيرها لكن مانقول ان لاتجعل سباتهم يارب كسبات اهل الكهف,1,Fraiwan,Unknown,0,Toxic,Safe
اللهم عاما ملييا برحمتك وغفرانك، بعطايك، علما وعملا ربنا اتنا من لدنك رحمة وهيي لنا من امرنا رشدا ربي عافي بلدي من نكبتها واطعم جايعها واكسي عاريها وشافي جرحاها وكن سترا وعونا لهم يارب,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
الان خلو رياض الاطفال اجباري بعدها فكرو بعمر الثلاث سنوات وزارة الفشل والله,1,Arabic_Superset|OSACT5,MSA + mixed dialects|Multi-dialect,0,Toxic,Safe
الحريم كلهم صايرين شبه بعض,0,ArabicOffensive_Taxonomy|Arabic_Superset|MLMA|MultiDialect_NabilBadri,Multi-dialect|Unknown,1,Safe,Toxic
التشبيح ولا زمانه ايامكم معدوده,0,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,1,Safe,Toxic
خول زيك,0,ArabicAbusiveCollection,Unknown,1,Safe,Toxic
مشكلتي مع برنامج الاتجاه المعاكس انني لا اطيق ولا احتمل ولا استسيغ كذب الطرف المويد للنظام الحالي ولهذا لا اتابعه حفاظا على مستوى سكر منخفض,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
ليش ان شاء الله كنت مفكر انو قصدها بالحمار حمار ذهنيا ؟؟لا دكتور لا,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
مثل المارد الليب كان يا ما كان,0,NUHA,Unknown,1,Safe,Toxic
اللي سوى هالفيديو مجنونو شكرا,1,ArCybC,Unknown,0,Toxic,Safe
على كل، امثال المذكور لم ينتكسوا حديثا، لكنهم قلدوا شرفا هم ليسو له اهلا فلا تغرنكم المناصب,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اثبت نجاحه في التمثيل والسقوط,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
ماحدا عميتعرض لدينك انتي عمتتعرضي لحريتهاو قرارها الشخصي طبقي دينك على حالكو بس,0,HijabYT,Unknown,1,Safe,Toxic
براڤو عليها عشان ما تحتاج لاي حد الشغل مش عيب ولا حرام طالما سلوكها نظيف وراح تصير عادي في البلد تسوق تاكسي في محطة بنزين عادي,1,NUHA,Unknown,0,Toxic,Safe
الاعدام هو الحل الوحيد لالسود دول,0,HateCheck_Arabic,Unknown,1,Safe,Toxic
اولاد شوارع وفيلم تافه ماسونيين,0,NUHA,Unknown,1,Safe,Toxic
احمد موسى هو المطرود,0,ArabicAbusiveCollection,Unknown,1,Safe,Toxic
اللاجيين لازم يخرسو للابد,0,HateCheck_Arabic,Unknown,1,Safe,Toxic
صحافي ويحتاج لشهرة حتى وان وقف مع الشيطان الرجيم,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
والله ما في داعي اتابع الجزيره كله علشان رولا واجلس شهر انتظر رولا ولا اشوف رولا,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
اليوم دخلت عند وكيل جمهورية نشيكله على شرطة سيزاتلي سلعة ڨالي روحي شكي للمير هه هه الله جبلكم كونسار جميع حڨار نشا الله تخرج في والدكم او شوفو فرق بين خطاب تاع رايس تاعنا او تاع تونس,1,Algerian_Offensive,Unknown,0,Toxic,Safe
وانا اقول من امن العقوبة سرق البلد,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اصوات ايكر كاسياس خمس نقاط لكريستيانو رونالدو ثلاث نقاط لسيرجيو راموس نقطة واحدة لتوماس مولر,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
بكون لي عندن لبناني مجنس,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
هو حلي عنا رجاءا يعني طيب اذا واحد حيط مسك الرسغ شو بدو يخليكي تلفي ايدك وتسحبيها بتدربوا على اطفال روضة يعني,1,NUHA,Unknown,0,Toxic,Safe
البطنيجي سحب الكثير من التصاريح التي منحتها وزارة الداخلية لعدد من الموسسات والشركات والتجار في قطاع غزة للحد من حركة التنقل بين المحافظات لمنع انتشار فيروس كورونا,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
محمد البراري العجارمه الشيوخ ربطهم غليص ما ضل بيها شيوخ,0,NUHA,Unknown,1,Safe,Toxic
متى ستعبدتم الناس وقد ولدتهم امهاتهم احرار فكيف والامه كلها عبيد لعدوها وهي راضيه كلاغنام لا تنضر الا الى طعامها الذي تقاد اليه,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
حسابي القديم المايسترو وهذا حسابي الثاني احب المتحررين,1,AdultContent,MSA/Mixed,0,Toxic,Safe
حنا خاصنا العسكر مدة شهر بعدا حتى نشوفو شنو واقع راه كاين الكلاخ كتير اشقرب دين للمرض المعدي لاحولة ولا قوة الا بالله حسبنا اللهو نعمة الوكيل في كل من لم يلتزمو كيف قال المثل الشريف احب لاخيك المسلم ما تحب لنفسكو اكثر للعلك تلقى رضى الله,0,MAOffens,Unknown,1,Safe,Toxic
ول عليكم شاطرين بالترويج للفحشو الفساد,0,NUHA,Unknown,1,Safe,Toxic
كلنا معاذ ودي افهم الي بالهشتاق وش وضعكم يعني مثال صغير عشان تستوعبون يصير يدخل عليك جارك ويقتل عيالك ويشردكم بس ياويلك,1,Fraiwan,Unknown,0,Toxic,Safe
يا الهي، لو امكنك ان تاخذ ثواني وقت الجماع الفعلي لتفكر بي لمرة واحدة,1,PolyGuardMix,Unknown,0,Toxic,Safe
نصاب امرايقي,0,MAOffens,Unknown,1,Safe,Toxic
نتوما باينه تقاديتو من عندي الحشيش عشاق الكتاميه متنساوش ابوني الله يعفو عليكم,1,Moroccan_Darija_v2,Moroccan,0,Toxic,Safe
وين عروبتك الي بتتغنى فيها يا ولا بدك بس اتباع محمد يحموا غزة وين حماة كنيسة القيامه الله يلعن كل صاحب فتنه ولا فلسطين بس للموحدين كنت الوم الناس فيك بس فعلا انك خسيس,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
انتوا اللي ماكلين البلد,0,NUHA,Unknown,1,Safe,Toxic
كغ وين راك رايح بيها راك بارون كبير بابلو اسكوبلر هه نتا متدخلش للحبس نتا يسحقوك العصابة,0,Algerian_Offensive,Unknown,1,Safe,Toxic
الكلاب ممكن تحب الي ربتهمل درجة انها تسوي نفس الاشيف هي كمان حيوان,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
بلا حجاب بلا بطيخ اللي بيهمني انو انت حلو,1,HijabYT,Unknown,0,Toxic,Safe
حتى لو كان هنالك حلا سياسيا في سوريا يجب ملاحقة الروس واخراجهم من سوريا حتى اخر جندي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
شو ناقص عليكي؟ وازا انتي دكتورة وقابلهع حالك تشتغلي اي اشي احنا مو قابلين,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
واال ما اوسخكم شو هاد استغفر الله العظيم جد,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اما رييسي خول مستنيين ايه من بقية الشعب,0,ArabicAbusiveCollection,Unknown,1,Safe,Toxic
لم يبق للعراقيين جميعا سوى الثورة الشاملةف سنة من القحط لا تستهدف الا الاستيصال الشامل لكل ابناء قحطان في العراق ولا نجاة الا بالثورة والصدق والصبر,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
تقدم جنود الدوله الاسلاميه في عين العرب كوباني جاري على قدم وساق رغم التهويل الاعلامي للقصف,1,Fraiwan,Unknown,0,Toxic,Safe
اه يا ام نص لسان,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
مش هيك بدكم هاي المساواه الي بطالبو فيها,1,NUHA,Unknown,0,Toxic,Safe
لا خلفت الوالدة اقامة جسور تعاون مع محتل غاصب اقامة جسور تعاون مع قتلة اطفال اقامة جسور تعاون مع كيان صهيوني اقامة جسور تعاون مع اعداء الدين الواضح انه قايم بواجبكع اتم وجه يا رييس الشوون التطبيعية,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
وله كيف صفاتك ملايكيه حسبي الله ونعم الوكيل,0,NUHA,Unknown,1,Safe,Toxic
كبرتو انجنت,0,NUHA,Unknown,1,Safe,Toxic
الدولة الاسلامية نشيد لنا المرهفات,0,Fraiwan,Unknown,1,Safe,Toxic
لاتخلي مثل هذه الصوره تره يزعل العراعير والاخوان المفسدين,0,Fraiwan,Unknown,1,Safe,Toxic
بالله انا صدقته تلاقيه كان سمين وحاول ينحف ومانحف,1,AraTox,Unknown,0,Toxic,Safe
تردي الحجاب من فوق ومن تحت عقيدة طهران يدخل مين من كان شو هل العقيدة هها,1,HijabYT,Unknown,0,Toxic,Safe
قولو علماء الدين من يسبب القتل وفتن في مصر ولانقلابات ياسبحان الله الدنيا عكس,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
بايع الكليجا هه التعليقات نكتته طق ومطاقق هاه يالشباب حسيتو بشعور البنات الحين يوم انتم تخقونع بنت ترامب يملا الي ماني بقايله,0,Arabic_Superset|OSACT5,MSA + mixed dialects|Multi-dialect,1,Safe,Toxic
وليه بس اليوم يضحك؟ هل لانهم شيعه ومايهمه الف سوري سني؟,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
حراق اوى موضوع ان كوتينيو يجيب جون فى اليونايتد دى مكتوبالك يا فالفيردى يا ابن المحظوظه,0,OffensEval2020_AR,MSA/Mixed,1,Safe,Toxic
هاي حرب اعلاميه تعلموها من اسراييل تقول الكذب والناس تتناقل الخبر قبل ايام قامت بنشر الناس اقتحمو المحلات وشفنا الناس سود من افريقيا ونسبوه لتركيا قناة العربية الكاذبه,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
وينك انت وربعك من ثلاث سنوات ونص مابحثتواالحين يوم قربت نهايه مجلس الحكومه بتقصون على الناس صج الي بينتخبكم حمار من امه,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لاعقة احذية او لاعق احذية جبان,0,MultiDialect_NabilBadri,Unknown,1,Safe,Toxic
والله مافي مشكله ولا مصيبه الا وراها مره ،، اسكتي بس,1,NUHA,Unknown,0,Toxic,Safe
شي واحد يفهمني هاد خونا في الله واش كيقلب على بقرة ولا شي حاجة اخرى قالك غليضةو فايتة,1,AfriHate,Unknown,0,Toxic,Safe
مستفزه اللف,0,ArabicOffensive_Taxonomy,Unknown,1,Safe,Toxic
بعد دخول امريكا وروسيا والدول الاخرى السوال انت تحل تربط؟ لااعتقد انك توثر اولك اي تاثير سوى دفع المزيد من الاموال,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
مرحبا مليون بالجميع الفحول لنا وللمسلمين حلالهم حلال الجميع,1,HateDay,Multi-dialect,0,Toxic,Safe
طيب بيعنا سكوتك او بمعنى اخر كول هوا,0,Arabic_Superset|AwaneArabizi|L-HSAB|MultiDialect_NabilBadri|TextDetox|arHateDataset,Levantine|Multi-dialect|Unknown,1,Safe,Toxic
محمد ابراهيم الطيراوي ولله لينفضهم نفض,0,NUHA,Unknown,1,Safe,Toxic
لبس البدلة الحمرا ؟؟ يعنى طلع اهلاوىو انا كنت فاكرة زملكاوى هه,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
كان من اول الواحد يخرج الكورنيش يحصل الصغير والكبير، يحصل السالب والموجب والمبادل، يحصل جميع الاشكال والاحجام، الان تخرج تحصل ناس قليل كلهم شباب وصغار السن بس وطلبي كبار السن مافيش او نادرا تحصل كورنيش الحديده الصورة تعبيريه,1,HateDay,Multi-dialect,0,Toxic,Safe
عبد الله بن سبا، يهودي من اليمن، يطلق عليه ابن السوداء اسلم في عهد عثمان بن عفان، واثير بشانه قضايا كثيرة، فيرى البعض انه كان منافقا، كما يرى كثير من المورخين والكتاب، انه شخصية مختلقة واسطورية ليس لها اي واقع، حيث يرى بعض علماء اهل السنة ان ابن سبا يهودي دخل الاسلام نفاقا,0,ArabicOffensive_Taxonomy,Unknown,1,Safe,Toxic
الله يحشركم معو بالاخره,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لي مالحقش للعنب يقول حامض,1,MAOffens,Unknown,0,Toxic,Safe
ااحح فديته فولوو ممكن الحسه,0,AbusiveAccounts,Unknown,1,Safe,Toxic
قال بيهددو بنجيكو بنجيكو بيفكرو جيشنا متل جيش المالكي والا جيش بشار عدن ارجل تاكلكو طيبين,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لع ما تقولهاشي ما قادرشي اسمع منيك حاجه زي كده يبقى هاخد بتاره واقتل الي قتل حبيبي مش ههملهم واصل,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لا يفلح قوم ولوا امرهم امراة,0,NUHA,Unknown,1,Safe,Toxic
ماثماش اتفه اسم الشنال متاعك واضح جعبه,0,Arabic_Superset|MultiDialect_NabilBadri|T-HSAB,Multi-dialect|Tunisian|Unknown,1,Safe,Toxic
لو كانت داعش من قطع يد هذه الطفلة السنية ،لنتفض لها المسلمين السنة قبل النصارى لكن للاسف من قتلها هي حكومة العبادي,0,Fraiwan,Unknown,1,Safe,Toxic
والله ما ينجمو اديرولو حاجة على بالهم بلي لقبايل متاحدين لوكان امسوه اديرو حالة تحياتي ارقازن,0,DziriOFN,Unknown,1,Safe,Toxic
يفي هافع تهع تيمع سهويولدي دراو ساتجيرل نوعل ين سعلعبراتيون,1,SaudiCodeMixing,Unknown,0,Toxic,Safe
كنت مفكرها منيحة نادرة عمران على فكرة لو كان الواحد بغلطو مرق بنت او ست كبيرة بخرس مباشرة اما انته عارضينها على الهواء فعلا انكم شر,0,NUHA,Unknown,1,Safe,Toxic
مش لازم نسمح لاي اسود يعيش,0,HateCheck_Arabic,Unknown,1,Safe,Toxic
لا حوله ولا قوه الا باللهع هل مساء الي مثل الزفت ابين عليه من اولها,0,NUHA,Unknown,1,Safe,Toxic
لا شلبي كثير راقي ما بسمح غير بالشحبار وبزيت السيارات جبتلهم كلب عشا يتربو لانها عيله متل قاع الكيله,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
احول هالمصري,0,AraTox,Unknown,1,Safe,Toxic
محن اسلامي بضين,0,ArabicAbusiveCollection,Unknown,1,Safe,Toxic
الرياض ريال تحطها بالفيزا حقتك وبطلب انا وتعطيني رقم الفيزا ورح يوصلك رمز التفعيل ورقم الطلب رسالهع جوالك من الموقع تقدر تلغيه اذا سحبت عليك وترجع فلوسك,1,AdultContent,MSA/Mixed,0,Toxic,Safe
هه احنا اشعرفنا ده دماغه لازم تتصدر لاوروبا واللهي معظم الوزراء عندنا عاوزين حرق,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
من اسود الاسلام ،نحن في الحرب اسود لا نهابو صقور ساميات في السماء صهوات الخيل كانت مهدناو عليها قد توارثنا الاباء,1,Fraiwan,Unknown,0,Toxic,Safe
قالوا مسكين من لا يعرف الانجليزية، قد يواجه صعوبة في فهم كلام الناس ونقول مسكين من لا يعرف العربية، قد يواجه صعوبة في فهم كلام رب الناس,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
كل الحكي والكلام يلي بتحكوه ما بيقلي بيضه، انا بشوف احسن حل نتحالف مع الشياطين، على الاقل بنكسب الدنيا، مش زي وضعنا الحالي لا دنيا ولا اخره,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
كلمة كر علي هي اصلا بتجي في المفاجاة ما بين الفرح والحزن وهي كلمة سوداني الجنسيةب,1,AraTox,Unknown,0,Toxic,Safe
اللهم انك عفو كريم تحب العفو فاعف عنى اللهم انك عفو كريم تحب العفو فاعف عنى اللهم انك عفو كريم تحب العفو فاعف عنى باقية وتتمدد,1,Fraiwan,Unknown,0,Toxic,Safe
شخص مو حقك؟ لا تتميلحين عنده ياحيوانه تفهمين لان فيه احد بيغار علييه,0,AbusiveAccounts,Unknown,1,Safe,Toxic
انا بكره الشتا,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لعنة الله على كل من يثير الفتنة ويحرض عليها وقد حرضوا كثيرا,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
شكلها زهايمر من اقوى نوع,0,NUHA,Unknown,1,Safe,Toxic
انو بدون بموت من عبي الفراغ من عندك زي مثالك الهندي بدون المشط بموت من الحسرة,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اصلا لو السوريين طلعوا مظاهرة كنتي رح تشوفي دعم من الشعب ولا رح نوقف ضدهم؟ شعبنا وعارفينه مفش داعي نكزب على بعض,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
ع جميع المحن والفتن وفي سبيل الصمود والتمدد تسير تبغي العلا والعز للامة وقد ظهرتع جميع مخالفيها فلاداعي اظن لاخراج ماف القدر,1,Fraiwan,Unknown,0,Toxic,Safe
يلعن ام الهبل ليش هيك والله ظايقني الخبر,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
نحن في زمن الحرب على الاسلام ولكن باسلوب ووجه اخر مزيف وبمساعدت بعض طواغيت العرب بتغييرالمفهوم والعقيده في نفوس البشر,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اسراييل وجدت بالسيف فاذا سقط من يدها انتهت والى الابد,0,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,1,Safe,Toxic
ان تقوم تصلي الفجر ويطير النوم من عينيك ذلك خيرا من ان تطير روحك لخالقها وانت لم تصلها، اللهم ثبتنا على اداء صلاة الفجر في وقتها,1,HateDay,Multi-dialect,0,Toxic,Safe
لاتجعلوا من الحمقى مشااهيرر,0,ArabicCyberbullying,Unknown,1,Safe,Toxic
بين سيسينياهو مصرو بين الصحاف قام حقا قام في سوريا وحفل نصب الاسد المسعورة في بقايا حقل سوريا وطن عربي مفتت بل مايكرو وطن,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
ما رايكم بهاشتاغ تحت عنوان ديمفضوحا لا ديمستورا ديشرموطا,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
لو تستحو على حالكم ما تخلوها تشتغل غير بتخصصها,0,NUHA,Unknown,1,Safe,Toxic
الله ياخذ اسراييلو ما اطلعت,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اللي يروح النار اللي يسرق جاجه ولابيضه ولاحبتين ليمون ولاقطف عنب عن داليه اما الملايين بيروحوا سويسرا ورومانيا وتركيا,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اة يا ابن المرة,0,ArabicAbusiveCollection,Unknown,1,Safe,Toxic
والله انك خنيث يا بشار تففبففوه عليك يابشار,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
هه انت شرير وشركة الكهرباء شريرة اكتر منك انه مجتمع من الاشرار الكهرباء انا مش حتجوز علشان,0,Arabic_Superset|OSACT5,MSA + mixed dialects|Multi-dialect,1,Safe,Toxic
وخا نعاودوه مره مايطلعش لينا فالراس,0,Moroccan_Darija_v2,Moroccan,1,Safe,Toxic
الله يريحنا من الحراميه ومجاهدين الفيس قلم قايم,0,NUHA,Unknown,1,Safe,Toxic
خبر يخزي والله,0,NUHA,Unknown,1,Safe,Toxic
العديد منا هنا يتوقون ويعتقدون النشوة المثيرة كانت لديها اكثر من واحدة تليها مص الديكدو ساختار امراة مثيرة او ثقيلة اذا كانت من النوع المتحمس على سمكة ساخنة ساخنة من اي يوم,1,PolyGuardMix,Unknown,0,Toxic,Safe
انا زمان شفتهم الله يحرق كل من حرق شجرة او حتى عشبه,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
ما عنديش مشكلة مع الجينز الممزوع بصراحه، عندي مشكلة مع ركبتها نفسها,1,NUHA,Unknown,0,Toxic,Safe
اهو الكلام دا الي بيخليهم يقولوا البنات ملهاشف الكوره,1,FemaleSportHate,Unknown,0,Toxic,Safe
تقدر تقنع يهودي بالاسلام بس ما تقدر تقنع راعي السامسونغ انه تيليفونه زباله,0,Arabic_Superset|arHateDataset,Multi-dialect,1,Safe,Toxic
شبكتو الزول قم يا عبد الحي قم يا عبد الحي اها قام يلخبط اقدرو قعدوهو خلاص كفاية اقعد يا عبد الحي مزمل فقيري برضو خلي يقعد واداب ومنو كده داك قربت تسقط,1,OSACT4|OffensEval2020_AR,MSA + mixed dialects|MSA/Mixed,0,Toxic,Safe
الي يتابع حساب النسويات الذليلات اكثرهم مب سعوديات يحاولون يتكلمون باسماء السعوديات من حسابات وهميه لا,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
عبيد قردوغان هولاء,0,AraTox,Unknown,1,Safe,Toxic
الله ياخد فيه الحق,0,Moroccan_Darija_v2,Moroccan,1,Safe,Toxic
يا نجم كندا يا نجم لست النجم الطارق ولا تلمع بالذكاء,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
ايفون تستطيع ان تقلب الصفحات بحركة العين الامريكي تقنية مفيدة الياباني ساسعى لتطويرها السعودي طيب كيف اذا الواحد احول؟شعب لازم يستقعد,0,AbusiveAccounts,Unknown,1,Safe,Toxic
واقسم بالله سناتيك الى ضاحيتك واحيايك عاجلا غير اجلا,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
شاهدوا عمتي تحتاجني مجددا لاضاجعها بقوة,0,PolyGuardMix,Unknown,1,Safe,Toxic
اول حاجة نتحرر ونستعيد دولتنا وسيادتنا، واذا اقتشع نظام ال سعود الداعم للماسونية واخص بالذكر مبس، خلاص اليمن بامانو نحن مع الدول الاسلامية كلها عدوتنا هي اسراييل فقط، ماعدا ذلك يفترض ان نكون كلنا ويد وحدة، زرعوا الفتن بين المسلمين هذا شيعي وهذا سني وراحوا يطبعوا مع اليهود,0,ArabicOffensive_Taxonomy,Unknown,1,Safe,Toxic
ضحكاتكم عار لنا ،هذا،ما رفعه الجماهير اليوم امام الفالديباس اشاره لمن تواجد في حفل الدون,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
كل المهابيل اللي عم بتعلق ببلد متل لبنان الكل ساحب سكاكينو عالكل سكينة مطبخ ما بسلم لو عندي,0,Arabic_Superset|AwaneArabizi|L-HSAB|MultiDialect_NabilBadri|arHateDataset,Levantine|Multi-dialect|Unknown,1,Safe,Toxic
هالله هالله تعال شوف اشصار بالرمادي ياولد جيبلنا شاي سنكين من راس القوري ياولد,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
اذا الك اعداء كثير مش ضروري تكون انسان ناجح يمكن تكون انت بتقرف حتى امك بدعي عليك وانت طالع من البيت لانك خام وسخ حيوان,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
ابي وحده بس تيي تشفني الحين ولها الي تبي ؟؟,1,AbusiveAccounts,Unknown,0,Toxic,Safe
نعم ابن تيمية تكلم باصول علمية سنية بخلاف قرن الخوارج محمد بن عبد الوهاب الذي تكلم باصول الخوارج ولذلك لم يفقه التوحيد قط,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
قله الوازع الديني والرقابه علي مثل هاذي المواضيع محد يتطرق لها ليش من زمان وفيه اغتصاب وماخفي كان اعظم بس الله يرحم الحال لازم قوانين جازمه لهاذي الظاهر لكي لاتتكرر مانبي اعلام وكلامع الهواء هروب الفتيات مع داود,0,Arabic_Superset|arHateDataset,Multi-dialect,1,Safe,Toxic
تغطي يابنت استحي يامره هه والله ان سويتيها وطلعتي ان الهييه تسوي عليك حفله تايم,0,AbusiveAccounts,Unknown,1,Safe,Toxic
بكرا بتحرد من بلدهاو بتروح على بلد العزو الرخاء بنظرهم دبي حاوية المواهب,0,NUHA,Unknown,1,Safe,Toxic
الله لي وفجك يا رب الله ياخذ خيرك,0,ArabicCyberbullying,Unknown,1,Safe,Toxic
بخرب بيتك,0,NUHA,Unknown,1,Safe,Toxic
كنا نفخر كثيرا في فترة رياستك السابقة وفرحنا برياستك السنة ذي لكن حينما تصمت عن حقوق ناديك فانت لاتستحق ان تبقى رييس لاعظم نادي في اكبر قارة بالعالم دافع وهاجم وافعل كل ماتستطيع من اجل الهلال او فاستقل مشكورا,0,AntiFanatic,Unknown,1,Safe,Toxic
اعلنت استرازينيكا واوكسفورد ان فعالية اللقاح ضد فيروس كورونا اظهر متوسط الفعالية للحماية من الفيروس في شريحتين دراسيتين لكن هذا اللقاح يبقى اقل اقناعا من لقاحي فايزر بايونتيك، ومودرينا اللذين تتجاوز فعاليتهما، ما دفع الشركتين الاولتين الى التجهيز لطلب التسويق اللقاح,1,Arabic_Superset|arHateDataset,Multi-dialect,0,Toxic,Safe
اصدق من شكلك انا حميدي اردني من بني حميدة وبعدين الفلسطينية تاج راسك ما يشرفني اتناقش مع واحد حمار مثلك انقلع اقلب وجهك,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
نتيجة طبيعية لمن اداروا ظهورهم لامتهم، ودمروا احلام شعوبها، وركنوا للثعالب,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
كلامد الحروب غير مقنع وتدرس السم في الدسم نحن لسنا مع رايك,1,NUHA,Unknown,0,Toxic,Safe
يزم واحد يظب هالعايبات بس عبيل ما ارجعع الاردن,1,NUHA,Unknown,0,Toxic,Safe
كان متفق معها هو ياسس الحلقه هاي وهي تختمها,1,NUHA,Unknown,0,Toxic,Safe
مشجعي القدم زبالة,0,HateCheck_Arabic,Unknown,1,Safe,Toxic
لي كذا ياعبير لي,0,NUHA,Unknown,1,Safe,Toxic
القاضي يعجز عن النطق ببعض الكلمات وكان الله ينتقم منه لفضحه التلعثم والارباك كان بادي على محياه وكان الرجل كتبت له الورقة دون قراءتها,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
البنات الدخلاء على الكوره,0,FemaleSportHate,Unknown,1,Safe,Toxic
والله العرب لو يموتوا ويعيشوا مليون مرة ما منصير بشر,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
طرش بحر وله وجه يتكلم انتبه تري النصر خط احمر ياشبيه,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
شبان في عمر الزهور ماشافو والو من الدنيا يقلك البلاد ما فيها والو ويتبعو في الوهم ناسيين ربيو بعاد عليه كيما الشاب الثاني قولولي قداه عمروو واش عاش باه يحرق في الفلوكةو مباعد يقل لامو اسمحيلي ياو ربي ما يسمحلكش تعذب روحك فما بالك والديك,0,Algerian_Offensive,Unknown,1,Safe,Toxic
وايد محلاات مو او ليش اول مره اتدشي الستي,1,AbusiveAccounts,Unknown,0,Toxic,Safe
لاو اقزام بعد,0,AraTox,Unknown,1,Safe,Toxic
الا لعنة الله على بني سعود وبني زايد وعلى عباس وزمرته,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
شقيفة تحت شقيف للكواسر,0,NUHA,Unknown,1,Safe,Toxic
